-7.24212 -3.81317 -2.26881 -8.32286 7.81688 7.41493 1.6024 -1.17385 0.0796077 -1.07642
-7.39529 -0.969494 -2.76203 0.080988 12.5545 8.05346 1.13687 16.426 -4.40614 -2.17562
-12.3504 -2.17338 -2.57118 -3.7867 8.98261 4.7144 7.3834 14.7173 2.29998 1.22305
-9.59015 -2.12731 0.821513 -10.7339 9.20126 8.23509 4.12751 18.5336 -2.56817 -5.26946
-7.32578 -4.2873 -2.83315 0.972626 9.17821 9.06002 0.139407 6.6786 -1.46446 2.15865
-10.6884 -5.06873 -2.83184 0.3142 7.17027 5.68722 -0.18232 8.55822 4.877 2.33189
-12.3232 -4.41244 -0.556436 -7.14494 11.8654 6.77414 3.88301 12.7574 0.512117 -5.43943
-11.0841 -4.5633 2.05397 -0.287406 7.87294 11.8852 8.95895 12.1323 -1.49921 1.4346
-12.3367 -4.29089 -2.07793 1.32167 9.7531 10.4044 4.20755 5.96185 -1.26284 -1.87154
-14.932 -2.34436 -0.418187 0.834969 7.59999 6.26369 -1.07565 20.7263 4.47206 3.90689
-8.83188 -2.30002 -5.16044 -1.51282 8.45449 7.45258 8.81641 13.9462 3.54132 -8.41158
-5.51992 -2.76956 -2.81269 -1.26009 5.13908 8.53443 6.69011 4.56276 2.80362 -4.98651
-11.4748 -5.27067 0.100539 -4.28945 7.43107 5.96702 -1.25085 5.40611 0.360037 1.61122
-13.4852 -5.28684 -3.22784 -1.13666 8.35368 6.37518 6.08168 15.16 8.9715 9.18841
-9.83921 -2.78099 0.260295 -5.33896 1.13205 7.23175 1.29585 1.52284 8.59275 -4.62052
-12.4138 -6.18439 -4.31899 0.20005 12.4802 10.1859 7.62687 6.0648 -0.738847 5.91693
-9.97994 -3.86157 -3.14749 -4.0164 11.2554 7.27102 -5.73151 15.0656 -6.89743 0.0463477
-8.66042 -1.55825 0.674694 -0.939113 4.52627 6.61653 1.07643 4.405 4.12166 2.02648
-12.3047 -2.89427 -2.70267 -2.73933 4.89286 6.88571 0.534934 15.2515 2.80073 -0.999622
-12.1771 -2.14703 -4.33699 2.21378 6.37249 4.59353 4.22691 0.266771 1.51924 6.18695
-10.9678 -6.37374 -4.97991 -3.31838 7.32713 7.46264 5.10271 6.68079 6.73597 11.1905
-6.68127 -6.48074 -0.617168 -0.936277 8.28429 9.34967 3.57898 4.59349 5.38131 1.26975
-11.3869 -1.40234 -5.15557 -1.16127 8.34367 6.87101 3.17073 -7.06041 -1.6291 -2.95918
-8.41886 -0.958012 -8.04931 -0.484015 11.182 10.8418 9.62975 3.23744 -6.70257 -9.51044
-9.8929 -0.49079 1.4307 -6.01742 9.45736 7.29545 3.00338 13.863 -7.16933 -6.10328
-10.6708 -0.972825 -3.50148 0.340529 9.07435 7.71114 -1.21632 16.4621 -3.92777 -0.57377
-11.4047 -4.65826 -2.84907 2.01453 9.37007 7.71924 8.37782 13.7331 3.43031 -10.7491
-11.0181 -2.41704 -7.50983 1.93752 9.33831 9.60905 7.61961 10.4426 -3.29199 -0.0541855
-7.61195 -3.56165 -1.03371 -0.333554 9.91557 3.90319 1.17493 4.56608 -1.12017 -0.71935
-11.198 -6.7599 -2.39503 4.13965 9.4242 9.51946 0.0760264 -1.5001 11.3647 -2.54794
-10.5788 -4.316 -2.47253 -0.296798 7.33207 7.98457 3.22952 2.89104 -0.754155 -6.63642
-8.06343 -3.12175 -3.55805 -1.54697 6.3092 8.5909 2.77358 6.79735 1.84698 1.40915
-2.37201 -1.00264 -3.24787 0.21033 6.8632 8.69488 3.84638 -9.72276 -0.952367 -0.319237
-11.392 -2.73283 -0.305833 -3.85778 9.67024 8.13782 2.11553 13.6147 0.264405 -4.63013
-8.90295 -5.10279 -4.13596 0.346669 7.41019 8.47175 -1.16034 1.31183 6.38358 2.98312
-10.5221 -3.04754 -3.46928 -2.00617 6.71253 10.8227 5.70777 8.00779 1.73906 -1.28287
-5.50865 -0.844267 -1.74215 0.560525 7.87622 4.83278 1.51225 1.85131 -11.0516 -5.79573
-11.1339 -4.65517 -1.70887 -5.90834 12.2033 6.38945 5.13875 9.95438 -1.07449 5.13495
-7.5083 -4.33666 -3.40718 -3.36226 6.31937 8.41863 -0.750303 16.9904 3.44749 -5.74771
-11.7208 -2.27156 -5.09812 2.63652 8.44559 6.15187 3.00328 1.96988 1.53852 1.43222
