1.518610 -0.562250 0.232053 -1.169590 1.913910 0.808997 1.034820 -0.659563 1.224880 0.251717 0.362177 1.847920 1.013010 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.246290 -0.499413 -0.827996 -2.490850 0.018145 0.568648 0.733629 -0.820719 -0.544721 -0.293321 0.406051 1.113450 0.965242 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 1 1 1 0 
0.196879 0.021231 1.109330 -0.268738 0.088358 0.808997 1.215530 -0.498407 2.135970 0.269020 0.318304 0.788587 1.395150 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 
1.691550 -0.346811 0.487926 -0.809251 0.930918 2.491450 1.466520 -0.981875 1.032150 1.186070 -0.427544 1.184070 2.334570 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 0 2 3 2 0 2 1 0 1 0 0 0 1 0 1 2 2 3 0 
0.295700 0.227694 1.840400 0.451946 1.281990 0.808997 0.663351 0.226796 0.401404 -0.319276 0.362177 0.449601 -0.037874 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 3 0 3 0 0 0 0 0 1 0 0 0 1 1 1 0 
1.481550 -0.517367 0.305159 -1.289710 0.860705 1.562090 1.366130 -0.176095 0.664217 0.731870 0.406051 0.336606 2.239040 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 0 2 3 2 0 2 1 0 1 0 0 0 1 0 1 2 2 3 0 
1.716250 -0.418624 0.305159 -1.469880 -0.262708 0.328298 0.492677 -0.498407 0.681738 0.083015 0.274431 1.367690 1.729520 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 3 0 0 0 0 0 1 0 0 0 1 1 1 0 
1.308620 -0.167278 0.890014 -0.569023 1.492630 0.488531 0.482637 -0.417829 -0.597284 -0.003499 0.449924 1.367690 1.745440 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 2 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 3 0 0 0 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 3 2 3 0 4 0 0 0 0 0 2 0 0 0 3 3 1 0 
2.259770 -0.625086 -0.718336 -1.650050 -0.192495 0.808997 0.954502 -0.578985 0.681738 0.061386 0.537671 0.336606 0.949319 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 3 0 0 0 0 0 1 0 0 0 1 1 1 0 
1.061560 -0.885409 -0.352802 -1.049480 -0.122282 1.097420 1.125180 -1.143030 0.453967 0.935177 0.230557 1.325320 0.949319 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
